feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,label_0,label_1,label_2,label_3
-1.2555118,-0.7912966,1.7041181,1.3235887,0.83943224,-0.72692734,-0.23541486,-0.051051036,0.2789049,-0.07783181,1.0857056,-0.6039797,-0.107187,-0.17213818,-0.6791932,-0.80131406,-0.73020667,0.6334604,0.2959823,0.22853214,-1.2952414,1.4908837,1.464661,0.087771654,0.27918714,1.1825951,0.45249963,0.5745819,-0.42560652,-0.42560652,1.0128824,0.9911406,0.97138757,-0.08868554,2.7461302,0.2945994,0.40136656,1.4844741,0.16754135,-0.056389093,0.12560183,-0.58069533,-0.10257436,0.1029779,0.054073807,1.395781,0.9911406,0.0,0.0,0.0,-0.014450612,-0.5186375,-0.5614695,-0.6435417,0.8815842,1.1718482,-0.025505684,0.5152497,-0.7511571,-1.7224084,-0.5813152,-1.2965938,1.0533929,2.3589785,0.8185032,1.5284358,-0.5018215,2.6413527,-1.4361407,0.0,1.0,0.0,0.0
1.742491,-0.31376666,0.6322114,0.7716188,-0.5693725,-0.18924432,0.46443176,-0.7030496,-0.0836872,2.0575762,-0.6169386,-0.37002593,-0.6481578,-0.6859385,-0.6334911,0.5592832,0.6725837,-0.53102255,-0.3230663,-0.35823444,-1.2952414,0.86558884,0.3346794,-0.45858458,-0.26442644,0.7170571,-0.26979592,-0.19971295,0.5777298,0.5777298,-0.42977822,0.77239203,-0.5424538,-0.118896976,0.25586638,-0.41028193,-0.46141142,-0.5330333,-0.3900714,-0.3792464,-0.46066698,-0.15510377,0.52238077,-0.5766343,0.054073807,-0.5494077,0.77239203,0.0,0.0,0.0,-0.45462614,-0.18007104,-0.25814557,-0.26591718,-0.7391179,-0.6744204,-0.4871,-0.4122899,0.68499494,0.47983167,0.048439305,-0.3395348,-0.64340323,-0.5202663,-0.21527083,-0.077654354,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-1.0701513,0.44640762,0.1200859,1.4651196,0.019800475,0.9020514,2.1105506,0.15839869,0.74198395,-0.053649206,1.9137704,0.915818,-0.15765692,-0.3416997,-0.77033114,-0.8170068,-0.57135326,0.5004259,0.34787855,0.096244015,-1.2952414,1.4908837,0.27245703,-0.72894007,0.53086156,0.14876902,0.46857446,0.59054077,-0.4652119,-0.4652119,-0.330076,1.1423395,-0.4765835,-0.5720685,0.7710263,-0.92052835,-0.6171086,0.019866947,0.12935856,0.048021182,-0.0008928654,1.450507,2.7652597,-0.02892327,0.054073807,0.24371192,1.1423395,0.0,0.0,0.0,-0.014450612,0.28883556,0.13220647,-0.07598769,1.7669971,0.84292006,2.8084497,1.2221686,-1.4429163,-1.1852044,-2.3966684,-0.7115734,0.6275784,0.39403108,0.9729537,0.068895206,1.9927404,-0.3785939,-1.4361407,0.0,1.0,0.0,0.0
-1.054033,-0.62682116,2.1149933,1.4651196,0.019800475,0.12451262,0.7749483,-0.3751572,0.7376063,-0.3549348,1.9137704,0.17786701,-0.2786307,-0.40840778,-0.737725,-0.6282777,-0.4143136,0.5105997,0.5277656,0.31559068,-1.2952414,1.4908837,0.27245703,-0.5730279,0.7601548,0.14876902,2.3011048,2.1789296,-2.432279,-2.432279,-0.330076,0.53996515,-0.4107978,-0.5720685,0.7710263,-0.92052835,-0.6171086,0.019866947,0.4528316,0.3220056,-0.061489124,1.450507,2.7652597,-0.004056732,0.054073807,0.2766864,0.53996515,0.0,0.0,0.0,-0.014450612,-0.24947982,-0.3610742,-0.4732755,1.2765275,0.40270674,0.7562751,4.9138556,-0.9969518,-0.7401205,-1.0240717,-2.1870563,0.36185646,0.21610802,0.4471793,1.0118186,1.9927404,-0.3785939,-1.4361407,1.0,0.0,0.0,0.0
0.23543048,-1.0038123,1.4893515,0.8989965,-0.49322087,-0.97114164,-0.8551504,-0.700901,-0.33297265,0.5222631,-0.6169386,-0.50486344,-0.4500909,-0.3836892,-0.49391514,-0.01189489,-0.20613113,-0.34260684,-0.34290624,-0.25593573,-1.2952414,1.1617811,1.0999845,-0.0076589147,-0.36157322,0.86636394,1.9506736,1.9033605,-2.432279,-2.432279,-0.35424626,-0.29823154,-0.3450208,-0.118896976,0.34334636,-0.3650409,-0.4176369,-0.49497575,-0.5680176,-0.5621495,-0.08421272,-0.6834332,0.15437439,-0.42842185,0.054073807,-0.37556815,-0.29823154,0.0,0.0,0.0,-0.45462614,-0.193317,-0.27028337,-0.37764043,-0.43908074,-0.33262458,-0.4871,-0.4122899,0.42648968,0.28010297,0.20911662,0.03991228,-0.48740336,-0.399072,-0.30015796,-0.26826182,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-0.667194,0.6237742,-1.2396544,-0.88131166,2.3243885,1.0380634,1.4808035,0.07961076,-0.4847211,-0.7592918,0.8443632,0.6824807,0.08895191,0.011520177,0.45653403,-0.24634628,-0.13016567,-0.8173933,-0.94624156,-0.9769549,0.838128,-0.81283426,-0.8515707,-1.0578934,-0.82512546,-0.8259378,-0.15298553,-0.065747626,0.5777298,0.5777298,-1.0038211,-0.97033554,-0.96400136,-1.6294688,-1.2312934,-1.1884277,-1.1933211,-1.1328205,-1.1256304,-1.1352953,-0.6030682,2.0808802,2.7413561,-0.70161176,0.054073807,-0.7736299,-0.97033554,0.0,0.0,0.0,-1.229009,-0.9430377,-1.0410345,-1.1261861,-0.6513871,-0.6955193,-0.6373531,-0.7142124,0.62858206,0.55032426,0.19185504,-0.26320046,-0.6445208,-0.5726497,-0.29083064,-0.10955363,1.9927404,-0.3785939,-1.4361407,0.0,0.0,1.0,0.0
0.71092016,0.29100582,1.0973858,0.8339688,-1.2335837,-0.8882401,-0.66609013,-0.37517342,-0.19757771,1.7711971,-0.6169386,0.21387942,-0.3197549,-0.31865725,-0.6869168,-0.5121319,-0.52781224,-0.022599211,-0.15065493,-0.13491581,-1.2952414,1.0105718,1.1679391,0.013045475,-0.19982028,1.5338455,-0.31909207,-0.2574725,0.5777298,0.5777298,-0.4675442,0.5202209,-0.55516875,1.3916749,0.14894637,0.23666483,0.164564,0.011189824,-0.9253508,-0.92943674,-0.11451085,-0.645165,0.0759825,-0.28696987,0.054073807,-0.27594876,0.5202209,0.0,0.0,0.0,-0.45462614,1.1312779,0.57936347,0.31504363,0.09169759,0.2720265,-0.51133525,-0.46098885,-0.0029389444,-0.02035166,0.20780623,-0.028372899,-0.26896742,-0.33582222,-0.2958535,-0.13619813,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-0.63495743,0.9432582,-1.1366652,-0.88131166,0.87750804,0.30925986,0.49019286,0.07961076,-0.4847211,-0.7592918,0.5266889,1.0204428,-0.038109314,-0.08721647,-0.28756863,-0.588898,-0.5281849,-0.77015394,-0.92998844,-0.9577046,0.838128,-0.81283426,-0.8515707,-1.0112767,-0.82277334,-0.8259378,-0.15298553,-0.065747626,0.5777298,0.5777298,-1.0038211,-1.0887607,-0.9510681,-1.4406474,-1.2312934,-1.1477108,-1.1434182,-1.0985687,-1.1256304,-1.1352953,-0.6030682,1.012748,1.3883537,-0.69983983,0.054073807,-0.77318585,-1.0887607,0.0,0.0,0.0,-1.229009,-0.9430377,-1.0410345,-1.1261861,-0.6513871,-0.6955193,-0.6373531,-0.7142124,0.62858206,0.586828,0.19865331,-0.24800773,-0.6445208,-0.5850301,-0.29341382,-0.11597649,1.9927404,-0.3785939,-1.4361407,0.0,0.0,1.0,0.0
-1.3038666,-0.8196113,1.7041181,1.3235887,0.83943224,-0.6853184,-0.12379372,-0.22792396,0.3023718,-0.7592918,1.3058602,-0.6436266,-0.3167255,-0.39912078,-0.7616132,-0.5903874,-0.4586607,0.41278005,0.3728159,0.25739437,-1.2952414,1.4908837,-0.8515707,-0.10433416,0.42408934,-0.8259378,0.43642482,0.55857575,-0.38600114,-0.38600114,1.0128824,0.2052128,1.0572193,-0.08868554,2.7461302,-0.0790032,0.40136656,1.1653996,0.44058427,0.47454825,-0.025888823,-0.61571604,-0.10257436,-0.072561614,0.054073807,0.9767849,0.2052128,0.0,0.0,0.0,-0.014450612,-0.11490098,-0.052773785,-0.2462539,1.2765275,0.40270674,0.7562751,4.9138556,-1.0159311,-0.5386442,-0.18700942,1.7443528,1.356462,0.8227233,0.2076635,-2.9356432,1.9927404,-0.3785939,-1.4361407,0.0,1.0,0.0,0.0
-0.3770647,-1.1723841,-0.102708645,1.1537519,0.014456503,-0.6208753,-0.8271813,-0.77714485,0.35446292,0.44525224,-0.6169386,-1.1624347,-0.61656755,-0.6131866,-0.5463686,0.5391768,0.4507074,-0.15542261,0.27836856,0.350729,-1.2952414,1.4908837,2.013561,0.865643,0.034051698,1.6585768,0.06134551,0.17046413,0.53812444,0.53812444,1.1563932,0.7884185,1.146495,0.82521045,2.734466,1.4446003,1.3333433,1.0273267,0.5652187,0.6026545,1.0345457,-0.65073675,-0.7631419,-0.32037404,0.054073807,0.3821617,0.7884185,0.0,0.0,0.0,0.36051372,0.33652097,0.14240223,0.1586311,-0.67498225,-0.6013584,-0.4027613,-0.46098885,0.567959,0.40813473,0.059922572,-0.17461097,-0.44550303,-0.33167326,-0.11070646,-0.23062567,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-0.65913486,1.5827925,-1.2396544,-0.88131166,2.3243885,1.3431439,1.8954778,0.22956416,-0.47424674,-0.7592918,0.8443632,1.4512323,0.1097694,0.022135938,0.039674133,-0.54019916,-0.43303406,-0.79670453,-0.94829667,-0.9800595,0.838128,-0.81283426,-0.8515707,-1.0645314,-0.8259797,-0.8259378,-0.3780331,-0.32754862,0.5777298,0.5777298,-1.0038211,-0.927324,-0.9686987,-1.6294688,-1.2312934,-1.1884277,-1.1933211,-1.1328205,-1.1256304,-1.1352953,-0.6030682,2.0808802,2.7413561,-0.70217675,0.054073807,-0.77377146,-0.927324,0.0,0.0,0.0,-1.229009,-0.9430377,-1.0410345,-1.1261861,-0.6513871,-0.6955193,-0.6373531,-0.7142124,0.62858206,0.5406607,0.19005536,-0.2672224,-0.6445208,-0.5693723,-0.29014683,-0.107853316,1.9927404,-0.3785939,-1.4361407,0.0,0.0,1.0,0.0
1.3475927,-0.43209562,-0.07072781,-0.14318466,-0.22922865,-0.2399177,-0.7560502,-0.5682376,-0.52757496,-0.2811198,3.0819817,0.6535915,2.002271,1.5298705,0.38263252,-1.2878718,-1.1655316,0.382908,-0.35556749,-0.48279384,0.838128,-0.81283426,0.21750832,-0.1293257,-0.6200784,0.101119936,2.831574,2.5774934,-2.432279,-2.432279,-0.535523,-0.43519673,-0.5232855,-0.59095067,-0.53145355,-0.7948307,-0.71530354,-0.34274548,0.068842456,0.09245109,0.021830732,1.0827894,0.34587646,0.5262135,0.054073807,0.039383702,-0.43519673,0.0,0.0,0.0,-0.45462614,-0.6171874,-0.73152024,-0.73515475,1.6840326,2.08598,-0.51133525,-0.46098885,-1.3873656,-1.9375935,0.122253865,-0.18910185,0.42729163,0.76636094,-0.2501653,-0.15204062,-0.5018215,2.6413527,-1.4361407,0.0,0.0,1.0,0.0
-1.0459739,-1.197469,1.9690245,1.4651196,0.019800475,-0.43854982,0.13528882,-0.59119374,-0.11831976,-0.5116695,1.9137704,-0.343031,-0.36816797,-0.4629203,-0.59409213,-0.32459447,-0.12569569,0.5059042,0.83318096,0.64880925,-1.2952414,1.4908837,0.27245703,-0.38656446,1.1356736,0.14876902,5.0177507,4.043086,-2.432279,-2.432279,-0.330076,0.07685752,-0.3602215,-0.5720685,0.7710263,-0.92052835,-0.6171086,0.019866947,0.01841236,0.003591277,-0.008467398,1.450507,4.12623,0.07778248,0.054073807,0.38520998,0.07685752,0.0,0.0,0.0,-0.014450612,0.28883556,0.13220647,-0.07598769,1.7669971,0.84292006,2.8084497,1.2221686,-1.4379526,-0.5344012,0.57169795,1.4178834,0.6246209,0.03693919,-0.47593936,-0.77800435,1.9927404,-0.3785939,-1.4361407,1.0,0.0,0.0,0.0
1.2428238,0.42743686,-0.34685984,0.33287337,-0.49322087,-0.83712244,-0.9833978,0.22623968,-0.015512723,1.1186202,-0.6169386,1.3865113,0.40286928,0.7933456,-0.29426354,-0.9768704,-1.1609703,0.21050145,-0.44883308,-0.29184094,-0.015219761,-0.15462913,1.550475,0.33973274,-0.6003319,1.9147819,1.3198973,1.3778582,-2.432279,-2.432279,-0.35424626,0.7613672,-0.4607403,-0.118896976,-0.045453608,-0.3650409,-0.4176369,-0.49497575,-1.1342754,-1.1441813,-0.038765527,-0.2983601,-0.06338085,0.033217374,0.054073807,-0.047237556,0.7613672,0.0,0.0,0.0,-0.45462614,-0.45823598,-0.51303965,-0.6010869,-0.10881867,0.043602765,0.34174564,1.2532141,0.14625724,-0.34628537,-0.9139769,-1.5792295,-0.3213302,-0.012058775,0.40533194,0.71364975,-0.5018215,-0.3785939,0.69631064,0.0,0.0,1.0,0.0
1.5974263,-0.53232634,0.7428863,1.0405272,-0.7470596,0.40896052,-0.256265,-0.105851725,-0.35685354,0.08576856,-0.6169386,-0.7264842,-0.56482124,-0.6019332,-0.64178544,0.17414358,0.26098713,-0.5582909,-0.49025768,-0.5210128,-1.2952414,1.4908837,-0.28476444,-0.5651155,-0.43953553,-0.32026994,-0.5441396,-0.5315036,0.5777298,0.5777298,-0.35424626,-0.15297143,-0.36088476,0.258746,0.44054636,-0.18407676,-0.24253888,-0.34274548,0.3281972,0.35903051,0.021830732,-0.072894715,-0.5413382,-0.59449154,0.054073807,-0.5459624,-0.15297143,0.0,0.0,0.0,-0.45462614,0.6544237,0.83425754,0.7395919,-0.43908074,-0.33262458,-0.26316628,0.03768838,0.41527328,0.46279618,0.7763185,0.795348,-0.48075622,-0.5171942,-0.4697194,-0.10739617,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-0.22394091,0.6699879,-0.116043024,-0.657842,-0.7470596,-0.40897915,-0.48605824,1.0718894,-0.26405117,-0.7592918,-0.6169386,0.01839322,-0.3577416,-0.40280014,-0.8365373,-0.5959881,-0.5324093,-0.4527359,-0.60069126,-0.63385373,0.838128,-0.81283426,-0.8515707,-0.45220545,-0.6617004,-0.8259378,-0.9406521,-1.0662892,0.5777298,0.5777298,-0.35424626,-0.64765304,-0.30686024,0.258746,0.24614637,-0.18407676,-0.24253888,-0.34274548,-0.2769639,-0.26298815,-0.34174684,-0.6857575,-0.7631419,-0.5685526,0.054073807,-0.5422302,-0.64765304,0.0,0.0,0.0,0.76808363,0.12193659,0.28441465,0.36643633,0.091626234,0.27194524,-0.5267606,-0.49198493,0.051194344,0.58511084,0.3486821,0.013429021,-0.2784128,-0.5772082,-0.3593035,-0.15650865,-0.5018215,-0.3785939,0.69631064,0.0,0.0,1.0,0.0
0.76733416,0.096792154,-0.71543974,0.262108,-0.49322087,-0.69242215,-0.91569066,3.0345278,-0.5597872,-0.7592918,-0.6169386,-0.63370794,0.4089602,0.32774663,0.46237317,-0.59313124,-0.5100665,-0.6796792,-0.83232343,-0.8654663,0.19811718,-0.3191804,-0.8515707,-0.7009664,-0.8584187,-0.8259378,-1.1603414,-1.4024622,0.5777298,0.5777298,-0.35424626,-0.7592376,-0.294674,-0.118896976,-0.0940536,-0.3650409,-0.4176369,-0.49497575,-0.8316949,-0.8331719,-0.16753258,-0.85946655,-1.0071259,-0.5555853,0.054073807,-0.5766649,-0.7592376,0.0,0.0,0.0,-0.047056206,-0.5377117,-0.62227994,0.18097575,-0.10881867,0.043602765,-0.51133525,-0.46098885,0.17047046,0.22139926,0.253433,-0.012239429,-0.3394164,-0.35256478,-0.33041638,-0.17421935,-0.5018215,-0.3785939,0.69631064,0.0,0.0,1.0,0.0
-0.3448281,-0.46603504,0.8062642,1.0054232,-0.8739789,-0.4077472,0.20214684,0.434279,-0.5597872,0.03876871,-0.6169386,-0.4829385,-0.6210474,-0.6592044,-0.5873492,0.4967572,0.606649,0.3165262,1.2628372,1.2083696,-1.2952414,1.4092559,0.8777016,0.6238522,1.3900037,0.6736101,-0.17977689,-0.096126795,0.5777298,0.5777298,0.4373288,0.103071235,0.454892,1.8297408,1.5243262,1.5321599,1.4180627,1.1009833,0.6516703,-0.02602866,0.112725124,-0.42310202,-0.09773087,-0.037122086,0.054073807,0.5488414,0.103071235,0.0,0.0,0.0,1.4089874,0.8692068,1.7970288,1.9104514,1.0387241,1.3508584,-0.025505684,0.5152497,-0.88253725,-0.32036117,1.0324641,1.2637019,0.7779824,0.2137407,-0.7380237,-0.10739617,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
