feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,label_0,label_1,label_2,label_3
-1.3327825,-1.7236993,1.2116865,1.3235887,0.83943224,-0.7276656,-0.75952315,-0.61217344,-0.51541,-0.7312127,-0.5467821,-1.745035,-0.8960472,-0.9325319,-0.72000176,3.7251434,4.06391,-0.6638227,-0.10983515,-0.16056322,-1.2952414,1.4908837,-0.75613165,-0.05940562,-0.19737294,-0.7431773,0.40626222,0.5284041,-0.31168613,-0.31168613,1.0128824,-0.8909329,1.1769301,-0.08868554,2.7461302,0.48031434,0.40136656,0.27484986,0.5674827,0.59466857,0.47056717,-0.6814285,-0.6850794,-0.6659126,0.054073807,-0.43948767,-0.8909329,0.0,0.0,0.0,-0.014450612,0.8362152,1.1677735,1.1522136,-0.5352843,-0.4422176,-0.4913169,-0.4207635,0.5020192,0.9019773,0.37812698,0.08335611,-0.38103473,-0.9044154,-0.4612761,-0.32206774,-0.5018215,-0.25415862,0.6084441,0.9587955373855774,0.0412044626144226,0.0,0.0
0.6297923,-0.3097634,-0.23947404,0.079553515,-0.20430337,-1.1088278,1.5896454,-0.29857868,-0.5401698,-0.6432243,-0.6169386,-0.3101894,-0.8061872,-0.84403336,-0.6350527,1.8416187,2.0526767,-0.39861178,0.4885665,0.4282215,0.75022364,-0.74367577,-0.80269194,-0.20551921,0.7227836,-0.7623595,-0.16293612,-0.07707771,0.5777298,0.5777298,-0.06767965,-0.56727594,-0.010187102,-0.118896976,-0.3592201,-0.19339742,-0.2515574,-0.3505862,0.5334546,0.5700056,0.51031965,-0.4243167,0.99114233,-0.49637064,0.054073807,-0.57262284,-0.56727594,0.0,0.0,0.0,1.8900312,0.23903413,-0.08358037,0.483921,-0.5758433,-0.48842156,-0.27239335,0.019147266,0.5645107,0.6275064,0.67484194,0.8199315,-0.55137646,-0.6025395,-0.6285183,-0.4478761,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
0.56026125,-0.61879784,1.3096972,0.78662425,-0.9977817,-0.052320626,0.23867089,-0.86951107,0.018171635,0.43970776,-0.5126621,-0.3876834,-0.61195266,-0.6352354,-0.44635418,0.73141575,0.7424101,0.3067857,1.3620296,1.4049803,-1.2952414,0.85979956,2.0405953,0.9555658,1.4919462,1.6820198,0.46857446,0.5905408,-0.4652119,-0.4652119,0.052300066,0.38323954,0.013892759,1.6728424,0.78966534,0.9654299,0.8836329,0.664708,0.72063625,0.75800776,0.18793027,0.17455369,0.3605001,0.02708226,0.054073807,0.32646424,0.38323954,0.0,0.0,0.0,1.126616,-0.3461723,-0.5516236,-0.6822854,-0.16723546,-0.2841869,0.026984058,0.8933377,0.15955536,0.028358534,-0.44205624,-1.1721721,-0.2511613,-0.1426963,0.23173666,0.7577457,-0.39903444,-0.3785939,0.6084441,0.9587955373855774,0.0412044626144226,0.0,0.0
-0.31223392,-0.21933569,-0.030039094,1.4651196,-0.56943387,0.41052043,0.25515732,-0.797824,-0.5063288,0.6091778,-0.5126621,-0.37926218,-0.6477435,-0.62157166,-0.6694516,0.5365902,0.31277567,-0.6778637,-0.7039011,-0.6906928,-1.2952414,1.4908837,-0.40269923,-0.85050076,-0.527996,-0.4366964,-0.40635294,-0.39404136,0.45370406,0.45370406,-0.7877686,-0.27855393,-0.809261,-0.59017265,0.03478647,-0.80001,-0.82457864,-0.8204114,0.5951251,0.07067035,0.15783618,0.10739826,-0.17116082,-0.6711432,0.054073807,-0.6546997,-0.27855393,0.0,0.0,0.0,-0.43648896,-0.4496343,0.01691764,0.046897937,-0.49278972,-0.5599864,-0.35500383,-0.030339614,0.45246327,0.38608912,0.29510805,0.25106648,-0.5489147,-0.4936886,-0.29696864,-0.061279528,-0.39903444,-0.3785939,0.6084441,0.0412044626144226,0.9587955373855774,0.0,0.0
0.29724708,-0.4584061,1.1291277,0.08480204,-0.20116559,-0.6359478,-0.9308494,-0.77736014,-0.022914875,0.030822251,0.87940437,-0.7327936,-0.37580803,-0.33210993,-0.16191143,0.14682193,0.012575953,-0.35728168,-0.26816636,-0.20740741,0.75022364,-0.7314713,0.008612055,0.30078688,-0.45866966,0.32634503,-0.41051728,-0.39256936,0.45370406,0.45370406,0.3699509,0.35677928,0.35536632,0.333706,0.48313874,-0.12646794,0.3168521,0.1260742,-0.7034036,-0.7013069,-0.7668809,-0.5009843,-0.6615369,-0.360566,0.054073807,-0.26659948,0.35677928,0.0,0.0,0.0,-0.45462617,0.16228738,0.055571668,-0.29194462,-0.42211714,-0.47433805,-0.08650012,0.019147266,0.4877505,0.32535294,0.024940321,-0.19555303,-0.43924117,-0.33403426,-0.1345714,-0.17420125,1.8899533,-0.3785939,-1.3482742,1.0,0.0,0.0,0.0
0.61550033,-1.19314,2.3201213,1.232737,-0.8638816,0.63705003,0.9357347,-0.5715648,1.0614927,-0.7592919,-0.55672646,-1.2869551,-0.9199369,-0.98141545,-1.0426247,3.08276,4.516482,-0.66005224,0.22236289,-0.064188376,-1.207337,1.3959602,-0.8515708,-0.5046907,0.18061434,-0.8259378,-0.3482102,-0.29220316,0.5777298,0.5777298,-0.38101166,-0.9578257,-0.30151525,0.7240667,0.55804896,0.034800895,-0.029890561,-0.15636359,-0.1530614,-0.13563418,-0.1854786,0.48593852,0.7210446,-0.7042817,0.054073807,-0.664987,-0.9578257,0.0,0.0,0.0,1.0765707,0.7410031,0.9315524,0.6627135,-0.5722284,-0.48929095,-0.27858445,0.006706711,0.60125184,0.9638942,0.68223053,0.62372845,-0.59667146,-0.76523304,-0.41964385,-0.10748507,-0.39903444,-0.3785939,0.6084441,0.9587955373855774,0.0,0.0412044626144226,0.0
1.0740926,-1.5149341,-0.89265406,1.7105116,-0.9699227,-0.50417644,-0.47302845,0.6478788,-0.54486257,-0.6550244,-0.6169386,-1.7397894,-0.8708122,-0.8987927,-0.27843916,4.398048,4.561719,-0.7605573,-0.40222725,-0.42163694,-1.2952414,1.4710927,-0.76835793,-0.4091947,-0.3816731,-0.72870415,-1.0743033,-1.2734419,0.5777298,0.5777298,0.0031839367,-0.928028,0.10474433,1.3916749,1.5235714,0.7441746,0.6556223,0.43811604,0.6495477,0.68933266,0.77876776,-0.8687624,-0.91996413,-0.69732505,0.054073807,-0.60681677,-0.928028,0.0,0.0,0.0,0.32692632,4.484119,4.4896245,3.807147,-0.34652868,-0.44942373,-0.27339193,0.532624,0.39582127,1.0344499,0.81486535,1.7097809,-0.42131913,-0.72837985,-0.048441537,2.3362768,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
0.029570976,0.32828435,-0.4010112,0.96133894,-0.728796,0.10831671,0.32943866,-0.2908282,0.24282472,1.1879256,-0.56981605,-0.21789001,-0.5080352,-0.5435815,-0.9040856,-0.3493437,-0.29164502,-0.507984,-0.58020437,-0.607926,-1.207337,1.3959602,0.06629545,-0.57967716,-0.5558681,-0.030005133,-0.9030592,-1.017602,0.5777298,0.5777298,-0.38101166,0.2670343,-0.43528306,0.27924398,0.3716591,-0.18040588,-0.23768833,-0.33739936,-0.38100725,-0.36992976,-0.51955026,-0.42788488,-0.43649486,-0.61206716,0.054073807,-0.5705259,0.2670343,0.0,0.0,0.0,-0.48653418,-0.02100633,-0.115838885,-0.40848383,-0.5722284,-0.48929095,-0.27858445,-0.47142282,0.56755924,0.31475997,0.04161066,-0.2688414,-0.57254404,-0.42534187,-0.21166787,-0.107032634,-0.39903444,-0.3785939,0.6084441,0.9587955373855774,0.0,0.0412044626144226,0.0
-1.1956877,0.19279817,-0.16546363,1.4592879,-0.8763926,0.4895712,0.4027652,-0.8057727,-0.5242624,2.3930502,-0.5377107,-0.015941186,-0.5002265,-0.5801014,-0.7469004,-0.17247291,0.034702305,-0.5594354,-0.5701894,-0.63549876,-1.2952414,1.4908837,-0.13666013,-0.7261501,-0.5162295,0.25943965,-0.48318607,-0.46080714,0.53801984,0.53801984,-0.7324327,0.42229706,-0.82681894,-0.11765213,0.11616957,-0.6135163,-0.6357151,-0.6454974,1.1817536,0.07695579,0.15930308,0.10620495,-0.33966112,-0.6113225,0.054073807,-0.56861997,0.42229706,0.0,0.0,0.0,-0.43648896,-0.44408906,0.029620994,0.05625224,-0.49278972,-0.44403914,-0.35500383,-0.030339614,0.45168123,0.19440536,0.08724364,0.09842965,-0.5079325,-0.39093134,-0.2496796,-0.22393258,-0.39903444,-0.3785939,0.6084441,0.9587955373855774,0.0412044626144226,0.0,0.0
0.55018425,0.49475875,-0.47690216,-0.5831962,-0.18024701,-1.1266129,1.8143897,-0.67333513,1.4071786,-0.7096593,-0.6169386,0.42768788,-0.83579427,-0.8732032,-1.1380615,0.8170843,0.9846543,-0.19590488,0.49915156,0.4311237,0.75022364,-0.7179108,-0.73351455,-0.20013581,0.7240257,-0.7235647,-0.29827884,-0.2337848,0.5760979,0.5760979,-0.0023223087,-0.46027958,0.047792096,-0.07999554,-0.25709072,-0.11696799,-0.17760551,-0.2862924,0.57281685,0.61046433,0.5719291,0.44053915,0.93817306,-0.5237286,0.054073807,-0.5609618,-0.46027958,0.0,0.0,0.0,2.7051709,2.0129416,1.4690977,1.1441327,-0.57320064,-0.4854111,-0.26891822,0.017140651,0.5695274,1.017331,0.78581923,0.8267271,-0.5523443,-0.7960589,-0.47206846,-0.11247378,-0.5018215,-0.3785939,0.69631064,1.0,0.0,0.0,0.0
-0.6359536,0.96960986,-1.1409088,-0.88131166,0.937126,0.35186052,0.5480969,0.08578951,-0.4842895,-0.7592919,0.5397785,1.0381933,-0.03201605,-0.08271066,-0.27408478,-0.5868914,-0.5242643,-0.771248,-0.93074286,-0.95862573,0.838128,-0.81283426,-0.8515708,-1.013471,-0.8229055,-0.8259378,-0.16225849,-0.076534994,0.5777298,0.5777298,-1.0038211,-1.0821089,-0.95179456,-1.4484277,-1.2312934,-1.1493886,-1.1454744,-1.09998,-1.1256304,-1.1352953,-0.6030682,1.0567598,1.4441035,-0.69993615,0.054073807,-0.77321,-1.0821089,0.0,0.0,0.0,-1.229009,-0.9430377,-1.0410345,-1.1261861,-0.6513871,-0.6955193,-0.6373531,-0.7142124,0.62858206,0.5849257,0.19829904,-0.24879946,-0.6445208,-0.5843849,-0.2932792,-0.11564178,1.9927404,-0.3785939,-1.4361407,0.0,0.0,1.0,0.0
0.5053417,-0.745313,-0.5693029,-0.50093675,0.0044155875,-0.53716314,-0.62137544,-0.24425246,-0.5152343,-0.73958904,1.2868356,0.18868937,1.2880921,1.1856339,0.7251844,-0.9867744,-0.93525684,0.33736545,-0.1628146,-0.2097439,0.838128,-0.81283426,-0.8075199,-0.09989883,-0.2457968,-0.78773886,3.1398237,2.799909,-2.432279,-2.432279,-0.36171567,-0.7387493,-0.3048732,-0.59095067,-0.62464845,-0.7297653,-0.63975614,-0.23327723,0.40040004,0.43324462,0.63913715,0.31050184,0.45220864,0.65705156,0.054073807,0.04722847,-0.7387493,0.0,0.0,0.0,-0.45462617,-0.46478552,-0.24273768,-0.0067405514,1.4126151,1.7767869,-0.40723503,-0.25180718,-1.500173,-0.46090013,0.54118556,0.4037632,0.64778525,0.04968138,-0.48557642,-0.3326375,-0.5018215,2.6413527,-1.4361407,0.0,0.0,1.0,0.0
-0.5437141,-0.22673763,-0.93463784,-0.7846282,0.84216666,0.48617095,0.75791395,-0.3588217,-0.4797205,-0.7490887,0.5838428,0.1108855,0.43428218,0.36946252,2.3046205,0.29945987,0.4150216,-0.7430312,-0.7926959,-0.828457,0.75022364,-0.7179108,-0.8052558,-0.96411455,-0.6635405,-0.78577554,0.63033336,0.7072738,-0.48297477,-0.48297477,-0.9760598,-1.0261714,-0.9283128,-1.404858,-1.1487889,-1.1383499,-1.1217319,-1.0524842,-0.80771863,-0.8100533,-1.1232501,1.7191288,2.3730905,-0.546856,0.054073807,-0.6951474,-1.0261714,0.0,0.0,0.0,-1.1789638,-0.892279,-1.0241134,-1.037923,-0.6026345,-0.5740553,-0.475814,-0.5951272,0.6003269,0.51684177,0.2123886,-0.13936698,-0.6115088,-0.5513349,-0.3003308,-0.1588614,1.9927404,-0.3785939,-1.4361407,0.0412044626144226,0.0,0.9587955373855774,0.0
0.87965137,2.138597,1.2312098,0.96613574,-0.85829,0.27928525,0.86501837,3.4652917,-0.53736067,-0.051726706,-0.6169386,2.4602914,0.13166498,0.038722776,-0.31463364,-0.7842387,-0.68087494,2.4235325,2.0484185,1.8331399,-1.2424988,1.3179005,0.67592084,0.49869877,2.3502696,0.52573806,0.020728622,0.11968556,0.45370406,0.45370406,0.3699509,1.3881242,0.24273244,1.691515,1.3990676,1.370035,1.2611952,0.96460104,1.5181853,1.5821671,1.2321594,-0.14934033,0.18014818,1.6596669,0.054073807,3.3729413,1.3881242,0.0,0.0,0.0,1.8900312,-0.15343222,-0.44321355,-0.6010869,2.6308024,1.1918037,3.9443562,3.916545,-3.021922,-1.8977,-5.6372423,-4.5479264,2.5807104,1.7467924,5.801905,4.7784243,-0.5018215,-0.3785939,0.69631064,0.0,0.0,1.0,0.0
0.9019897,0.78681415,0.26890782,0.9952942,-0.86874926,0.09078769,-0.3270562,2.351696,-0.55142546,-0.0942848,-0.6169386,0.9412687,0.4710171,0.36254495,-0.10326935,-0.8931836,-0.81416744,1.3410025,0.71709,0.61021143,-1.2952414,1.385703,0.6003008,0.48366904,0.6109401,0.43364394,-0.056078017,0.04101133,0.5777298,0.5777298,0.3699509,1.0349395,0.281304,1.7070756,1.419093,1.3774916,1.26841,0.9708736,0.21767803,0.24543267,1.2346562,0.027838448,-0.3074074,1.0746304,0.05407381,2.4036286,1.0349395,0.0,0.0,0.0,1.8900312,0.6544238,0.31056193,0.5253525,2.617194,3.1490169,3.9194312,1.203129,-2.942581,-3.1975899,-2.5050864,0.7385583,2.515151,2.6996393,2.079909,-0.71055454,-0.5018215,-0.3785939,0.69631064,0.0412044626144226,0.0,0.9587955373855774,0.0
-0.7184737,1.8436501,-1.104776,-0.657842,-0.4124129,0.93422645,2.067938,0.52215147,2.6076095,0.5286811,-0.6169386,0.4559248,-0.47191188,-0.5205242,-0.38521698,0.19014265,0.31405997,0.13324498,0.6985389,0.628312,0.838128,-0.81283426,0.14199844,0.37837255,0.6936224,0.03564113,-1.243764,-1.5421695,0.5777298,0.5777298,0.65962976,1.3376937,0.5570085,0.98291075,-0.03343839,1.134581,1.0333735,0.76653284,-0.14986682,-0.22961879,-0.4869954,-0.266036,0.002449844,-0.05950152,0.054073807,-0.12791671,1.3376937,0.0,0.0,0.0,0.9634718,0.3657796,0.7627233,0.5142616,0.19630349,-0.5106215,-0.34474862,-0.12624532,0.010312564,0.36457112,0.07570531,-0.1124226,0.06067076,-0.3336595,-0.17824997,-0.2295977,-0.5018215,-0.3785939,0.69631064,0.0,0.9587955373855774,0.0412044626144226,0.0
1.5709499,-0.4453875,-0.7961587,-0.6199359,1.6971937,-0.7257595,-0.951301,0.2017766,-0.32998812,-0.7592919,0.73411214,-0.665395,-0.23645926,-0.24191174,-0.46238738,-0.44069162,-0.44435552,-0.05726427,-0.13092008,-0.121204734,0.8117567,-0.7924935,-0.8515708,0.5849547,-0.48883283,-0.8259378,-0.5695299,-0.56739104,0.5777298,0.5777298,1.8183451,-0.56334525,1.9996963,-0.118896976,0.6981032,0.67600477,0.8414871,0.81864333,0.18370019,0.21050833,0.021290546,-0.83213574,-0.97080356,-0.23726293,0.054073807,-0.049489625,-0.56334525,0.0,0.0,0.0,-0.43783247,-0.5377117,-0.58736694,-0.69740605,-0.22190933,-0.31712234,0.15788034,-0.5954628,0.23119785,0.26937652,0.18096761,-0.1842475,0.1093728,-0.02191511,-0.26204386,-0.27588305,1.8899533,-0.3785939,-1.3482742,0.0,0.0,1.0,0.0
-0.66163814,-0.40893638,-1.3034717,-0.8035698,0.11170767,-1.1178311,-1.421262,0.12516716,-0.5597872,-0.7264082,0.28376186,-0.43557408,0.71924555,0.8090403,-0.06709142,-0.99488866,-1.021156,-0.7773167,-0.9356743,-0.95804626,0.75022364,-0.72127426,-0.780317,-0.8998804,-0.88337123,-0.7641497,-0.20546435,-0.12544875,0.5777298,0.5777298,-0.9444393,-1.1925682,-0.8764362,-1.1248516,-1.1177497,-0.99824893,-0.9900271,-0.9750968,-3.015495,-3.1073701,-0.5735743,-1.0946565,-1.2673849,-0.70164394,0.054073807,-0.72600746,-1.1925682,0.0,0.0,0.0,-1.1203117,-0.86836517,2.239028,1.0427815,-0.63264257,-0.553126,-0.42439535,-0.28628954,0.6016079,0.6763479,0.4568717,0.21125008,-0.59786767,-0.5951558,-0.21655795,0.13124794,1.8899533,-0.3785939,-1.3482742,0.0412044626144226,0.0,0.9587955373855774,0.0
