,FailureMode,τ/fc,θu,M/Vlw,lw/tw,"ρvwFy,vw/fc","ρhwFy,vw/fc","ρvcFy,vc/fc","ρhcFy,hc/fc",P/fcAg,Section,Ab/Ag,Vtest/Ag/sqrt(fc),V@M/Vn_GB,V@M/Vn_ACI,V@M/Vtest,Vn_GB/Vtest,Vn_ACI/Vtest,Vtest,Vn_ACI,Vn_GB,alpha_c,lamda,N,Vc,Vs,P,fc,ft,alpha1,beta1,lw,as',lw0,tw,h,Aw,A,Ag,"Fy,hw","Fy,vw","Fy,vc",ρvw,ρhw,V@moment,ForceEquilibrium,Moment,x_real,eps_cu,Ec,Es,DRein.1,DRein.2,DRein.3,DRein.4,Area1,Area2,Area3,Area4,Force1,Force2,Force3,Force4,Moment1,Moment2,Moment3,Moment4
11,1,0.07889546351084813,0.01147878787878788,2.1153846153846154,10.0,0.3263888888888889,0.11555555555555556,0.4308333333333334,0.13,0.21367521367521367,R,0.0,0.6070877822989077,0.7792541105858024,0.5929532631472255,0.8608250791375439,1.1046782653355793,1.451758734859695,150000.0,217763.81022895424,165701.7398003369,0.17,2.1153846153846154,288990.0,45766.0999250024,119935.63987533447,325000.0,34.2,3.2052652725461677,1.0,0.8,650.0,109.65286326384626,540.3471367361537,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.025,0.008,129123.76187063158,4.94765117764473e-10,177545172.57211843,219.3057265276925,0.0033,30000,200000,20.0,80.0,140.0,201.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-42146.62314707263,-23993.762874514774,-5538.3549307476305,14411113.820547098,10325922.671032794,4438846.1317852335,686756.0114127062
12,1,0.09671902337376398,0.025381818181818182,2.1153846153846154,10.0,0.4879568106312292,0.08637873754152824,0.6441029900332226,0.1943521594684385,0.0,R,0.0,0.6086790501391199,0.6011573262646334,0.7348027528552142,0.7302211670627631,1.2146922862939793,0.9937648766629568,123000.0,122233.07982954368,149407.15121415944,0.17,2.1153846153846154,0.0,23464.144705470677,125943.00650868878,0.0,22.876,2.5692636244119953,1.0,0.8,650.0,82.58781935336737,567.4121806466326,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.025,0.004,89817.20354871986,2.9103830456733704e-10,123498654.87948981,165.17563870673473,0.0033,30000,200000,20.0,80.0,140.0,201.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-34214.73578604968,-10112.959992724613,14390.512063822538,14411113.820547098,8382610.267582171,1870897.5986540534,-1784423.4959139947
13,1,0.09255145569993511,0.025333333333333333,2.1153846153846154,10.0,0.23421926910299,0.06046511627906977,0.5152823920265781,0.15548172757475082,0.0,R,0.0,0.5077693726097797,0.9476175559164811,0.7050495454975223,0.6966673336459751,0.7351777405307762,0.9881111733138808,117700.0,116300.68509904377,86530.42006047236,0.17,2.1153846153846154,0.0,28450.27180622045,58080.14825425191,0.0,30.1,2.987866523790952,1.0,0.8,650.0,58.40046782884445,591.5995321711556,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.015,0.0035,81997.74517013127,2.9103830456733704e-10,112746899.6089305,116.8009356576889,0.0033,30000,200000,20.0,80.0,140.0,225.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-20905.29620674405,13178.55927106024,47249.55350999049,14411113.820547098,5121797.570652292,-2438033.4651461444,-4724955.350999049
14,1,0.07786444324905863,0.026909090909090907,2.1153846153846154,10.0,0.20028409090909088,0.051704545454545454,0.440625,0.13295454545454544,0.0,R,0.0,0.4619665329777718,0.9290983577354841,0.6991303228496921,0.7215198597885152,0.7765807072860342,1.0320248403009644,115800.0,119508.47650685169,89928.04590372277,0.17,2.1153846153846154,0.0,31300.31375692592,58627.73214679685,0.0,35.2,3.2564775220305178,1.0,0.8,650.0,52.8228241004585,597.1771758995415,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.015,0.0035,83551.99976351006,0.0,114883999.67482634,105.645648200917,0.0033,30000,200000,20.0,80.0,140.0,225.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-16106.67349058783,21576.149024333623,47249.55350999049,14411113.820547098,3946135.005194018,-3991587.5695017204,-4724955.350999049
15,1,0.04901527863640378,0.029696969696969697,2.1153846153846154,10.0,0.13152985074626866,0.03395522388059702,0.28936567164179106,0.08731343283582088,0.0,R,0.0,0.3588507602521005,0.8764731664375007,0.6762452315959809,0.7888280851383594,0.9000025503856757,1.1664822882028698,111000.0,129479.53399051855,99900.28309281,0.17,2.1153846153846154,0.0,40179.98289406189,59720.30019874811,0.0,53.6,4.103838431280639,0.9589473684210525,0.7589473684210526,650.0,41.694017307989704,608.3059826920103,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.015,0.0035,87559.9174503579,1.1641532182693481e-09,120394886.4942421,83.38803461597941,0.0033,30000,200000,20.0,80.0,140.0,225.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-2695.80135624312,45045.17525943686,47249.55350999049,14411113.820547098,660471.3322795645,-8333357.422995819,-4724955.350999049
16,1,0.0536392937893876,0.030303030303030304,2.1153846153846154,10.0,0.14329268292682926,0.03699186991869918,0.3152439024390244,0.09512195121951218,0.0,R,0.0,0.3762405518290557,0.8875309398415107,0.6815684568718311,0.7779966561238216,0.8765853912233764,1.141479844437877,111500.0,127275.00265482329,97739.27112140648,0.17,2.1153846153846154,0.0,38209.006778464,59530.26434294248,0.0,49.2,3.9149879204279814,0.9705263157894737,0.7705263157894737,650.0,43.62970664022431,606.3702933597757,65.0,1375.0,42250.0,42250.0,42250.0,520.0,470.0,470.0,0.015,0.0035,86746.62715780611,1.4551915228366852e-09,119276612.34198341,87.25941328044863,0.0033,30000,200000,20.0,80.0,140.0,225.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-47249.55350999049,-5519.923000622454,40102.962381773024,47249.55350999049,14411113.820547098,1352381.1351525013,-7419048.0406280095,-4724955.350999049
17,1,0.07828967178560675,0.018333333,2.0,10.0,0.046205962059620596,0.058130081300813014,0.38346883468834686,0.11626016260162603,0.0,R,0.0,0.4755735094979506,1.0031779901437154,0.7557203498625504,0.831264528987243,0.8286311473681315,1.0999631399874736,104000.0,114396.16655869725,86177.63932628567,0.17,2.0,0.0,29324.23834342715,56853.400982858526,0.0,36.9,3.3420590668873214,1.0,0.8,600.0,51.606072848027054,548.393927151973,60.0,1500.0,36000.0,36000.0,36000.0,550.0,550.0,500.0,0.0031,0.0039,86451.51101467328,0.0,129677266.52200991,103.21214569605411,0.0033,30000,200000,20.0,140.0,240.0,360.0,226.1946710584651,226.1946710584651,56.548667764616276,56.548667764616276,-113097.33552923256,53210.820500753325,31101.767270538952,31101.767270538952,31667253.948185116,-8513731.280120533,-1866106.0362323371,1866106.0362323371
18,3,0.10246331236897274,0.01,2.0,10.0,0.08128930817610062,0.0389937106918239,0.5128301886792452,0.021383647798742137,0.0,R,0.0,0.5778058723616173,1.6531602906613463,1.3668621200357425,0.9223300222517153,0.5579192940103452,0.6747791227308261,117300.0,79151.5910963259,65443.933187413495,0.17,2.0,0.0,27728.082381192788,37715.850806220704,0.0,31.8,3.079530685191214,1.0,0.8,600.0,37.25024168189329,562.7497583181067,60.0,1500.0,36000.0,36000.0,36000.0,400.0,550.0,545.0,0.0047,0.0031,108189.31161012621,0.0,162283967.41518933,74.50048336378659,0.0033,30000,200000,20.0,60.0,180.0,300.0,402.1238596594935,56.548667764616276,56.548667764616276,56.548667764616276,-194153.41840018876,-7264.2319382861515,31101.767270538952,31101.767270538952,54362957.15205286,1743415.6651886764,-3732212.0724646742,0.0
19,2,0.07757628094415658,0.018333333,2.0,10.0,0.044170984455958545,0.03212435233160622,0.366580310880829,0.017616580310880828,0.0,R,0.0,0.4819728866792105,1.298037415084256,1.051404792572121,0.8062351969843953,0.6211186115402245,0.7668171218927476,107800.0,82662.8857400382,66956.58632403621,0.17,2.0,0.0,30124.137537971663,36832.44878606455,0.0,38.6,3.425883871572366,0.998421052631579,0.798421052631579,600.0,50.431285267382485,549.5687147326175,60.0,1500.0,36000.0,36000.0,36000.0,400.0,550.0,500.0,0.0031,0.0031,86912.1542349178,0.0,130368231.35237671,100.86257053476497,0.0033,30000,200000,20.0,140.0,240.0,360.0,226.1946710584651,226.1946710584651,56.548667764616276,56.548667764616276,-113097.33552923256,57928.00479342858,31101.767270538952,31101.767270538952,31667253.948185116,-9268480.766948573,-1866106.0362323371,1866106.0362323371
20,2,0.11050347222222222,0.018333333,2.0,10.0,0.08078125,0.06703125,0.509625,0.1340625,0.0,R,0.0,0.6251020364239409,1.2554289569169717,0.9674620764989624,0.8499678580855072,0.6770338165313803,0.8785541870140878,127300.0,111839.94800689338,86186.40484444471,0.17,2.0,0.0,27830.590101834743,58355.81474260997,0.0,32.0,3.0901681212305276,1.0,0.8,600.0,37.11415912477117,562.8858408752288,60.0,1500.0,36000.0,36000.0,36000.0,550.0,550.0,545.0,0.0047,0.0039,108200.90833428506,0.0,162301362.5014276,74.22831824954234,0.0033,30000,200000,20.0,60.0,180.0,300.0,402.1238596594935,56.548667764616276,56.548667764616276,56.548667764616276,-193892.1796970563,-7154.0218604021475,31101.767270538952,31101.767270538952,54289810.315175764,1716965.2464965153,-3732212.0724646742,0.0
21,1,0.05779961183891315,0.02,2.0,10.0,0.03722707423580786,0.027074235807860263,0.3454585152838428,0.03580786026200874,0.0,R,0.0,0.39116290327150083,1.2019742999903391,1.0793169628293966,0.9746416408523294,0.8108672879779235,0.9030170695152757,95300.0,86057.52672480578,77275.65254429611,0.17,2.0,0.0,33087.39839241903,44188.25415187708,0.0,45.8,3.763792155580576,0.9794736842105263,0.7794736842105263,600.0,50.56413477560903,549.435865224391,60.0,1500.0,36000.0,36000.0,36000.0,400.0,550.0,540.0,0.0031,0.0031,92883.348373227,0.0,139325022.5598405,101.12826955121805,0.0033,30000,200000,20.0,100.0,140.0,240.0,157.07963267948966,157.07963267948966,157.07963267948966,56.548667764616276,-83169.377195945,-1156.6557058721958,39849.70503916419,31101.767270538952,23287425.6148646,231331.14117443917,-6375952.806266271,-1866106.0362323371
22,1,0.06955155669808627,0.021666667,2.0,10.0,0.04383033419023136,0.031876606683804626,0.4067352185089974,0.04627249357326478,0.0,R,0.0,0.43379211682791624,0.9994210538882476,1.1233274054266082,0.9550630756344642,0.9556163259907237,0.850209004979949,97400.0,82810.35708504703,93077.03015149648,0.17,2.0,0.0,30150.000208474914,62927.02994302157,0.0,38.9,3.4405026809693005,0.9976315789473684,0.7976315789473685,600.0,52.296600885428525,547.7033991145714,60.0,1500.0,36000.0,36000.0,36000.0,400.0,550.0,540.0,0.0031,0.0031,93023.14356679682,0.0,139534715.35019523,104.59320177085705,0.0033,30000,200000,20.0,80.0,140.0,240.0,157.07963267948966,157.07963267948966,157.07963267948966,56.548667764616276,-83848.6004062015,-24376.728919416422,35095.142567368646,31101.767270538952,23477608.11373642,5362880.3622716125,-5615222.810778983,-1866106.0362323371
23,4,0.09834834834834834,0.008333333,1.0,12.0,0.15662162162162163,0.15662162162162163,0.447972972972973,0.4671171171171172,0.0,R,0.0,0.463386692975993,0.8741246481476023,0.4163056497301752,0.8875741766019897,1.0153862821313744,2.132025297223958,262000.0,558590.6278726769,266031.2059184201,0.25,1.5,0.0,113804.03245728725,152227.17346113286,0.0,22.2,2.5272241081681543,1.0,0.8,1200.0,74.21902860271557,1125.7809713972845,100.0,1320.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0057,0.0057,232544.4342697213,1.6880221664905548e-09,306958653.2360321,148.43805720543114,0.0033,30000,200000,20.0,96.66666666666667,173.33333333333334,250.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-57410.62206949738,-23141.33210127438,11127.957866948615,45397.247835171605,33298160.80030848,11647803.824308105,-4747928.689898076,-15889036.742310062
24,4,0.07368827160493827,0.006666667,1.0,12.0,0.07907407407407406,0.07907407407407406,0.3520833333333333,0.4800925925925926,0.0,R,0.0,0.34247213848408176,0.7173691914110745,0.5536791602558034,0.9983252706350341,1.3916478189860864,1.8030753950966858,191000.0,344387.400463467,265804.7334263425,0.25,1.5,0.0,112727.74268689651,153076.990739446,0.0,21.6,2.489425781728524,1.0,0.8,1200.0,67.93428916141067,1132.0657108385894,100.0,1320.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0028,0.0028,190680.12669129152,-2.7008354663848877e-08,251697767.23250479,135.86857832282135,0.0033,30000,200000,20.0,135.0,250.0,300.0,100.53096491487338,100.53096491487338,100.53096491487338,27.708847204661975,-56583.581598423494,-424.1639374141148,55735.25372359527,16902.396794843804,32818477.327085625,197236.2308975634,-19507338.803258345,-5070719.038453141
25,4,0.09344490934449094,0.008333333,1.0,12.0,0.07146443514644352,0.07146443514644352,0.31820083682008365,0.4338912133891214,0.07,R,0.0,0.4568299802654847,0.8989438890411369,0.7327811395558224,0.9614276633441665,1.0695079804921732,1.312025666936432,268000.0,351622.8787389638,286628.1387719024,0.25,1.5,200760.0,136758.21477142646,149869.92400047596,200760.0,23.9,2.6318944326168765,1.0,0.8,1200.0,91.65183332020976,1108.3481666797902,100.0,1320.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0028,0.0028,257662.61377623663,0.0,340114650.18463236,183.30366664041952,0.0033,30000,200000,20.0,135.0,250.0,300.0,100.53096491487338,100.53096491487338,100.53096491487338,27.708847204661975,-58810.61447520093,-17484.480487981706,24142.07492624788,11642.559112871868,34110156.39561654,8130283.426911493,-8449726.224186758,-3492767.7338615605
26,1,0.06289910600255427,0.010555556,1.5,12.0,0.1332183908045977,0.1332183908045977,0.3810344827586207,0.25708812260536396,0.0,R,0.0,0.32133995345665717,0.5840045547092028,0.28482856755110586,0.8248526550708314,1.412407914321072,2.895961813671765,197000.0,570504.4772933377,278244.35912125115,0.25,1.5,0.0,125126.52565907521,153117.83346217594,0.0,26.1,2.7624975333423047,1.0,0.8,1200.0,67.6322408541078,1132.3677591458923,100.0,1920.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0057,0.0057,162495.97304895378,1.2223608791828156e-09,311992268.25399125,135.2644817082156,0.0033,30000,200000,20.0,96.66666666666667,173.33333333333334,250.0,100.53096491487338,100.53096491487338,100.53096491487338,100.53096491487338,-56539.96243014979,-18933.143844427665,18673.674741294464,56280.49332701658,32793178.20948688,9529682.401695257,-7967434.556285637,-19698172.6644558
27,1,0.03944020356234097,0.017222222,1.5,12.0,0.06519083969465649,0.06519083969465649,0.2902671755725191,0.25610687022900763,0.0,R,0.0,0.20187837183417892,0.47444807266368005,0.37143121170217563,1.0739088980740636,2.2634909064860316,2.891272634716425,124000.0,358517.8067048367,280672.8724042679,0.25,1.5,0.0,126364.73175944081,154308.14064482707,0.0,26.2,2.7683138791597783,1.0,0.8,1200.0,58.8294420772631,1141.1705579227369,100.0,1920.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0028,0.0028,133164.7033611839,0.0,255676230.45347306,117.6588841545262,0.0033,30000,200000,20.0,135.0,250.0,300.0,100.53096491487338,100.53096491487338,100.53096491487338,27.708847204661975,-55071.99623636077,9779.037256509215,58810.61447520093,16902.396794843804,31941757.81708925,-4547252.324276784,-20583715.066320326,-5070719.038453141
28,1,0.060857538035961264,0.012222222,1.5,12.0,0.0708713692946058,0.0708713692946058,0.3155601659751037,0.2784232365145228,0.07,R,0.0,0.2987603093664605,0.61827486624429,0.5044770405656662,1.00962839639726,1.6329766120532228,2.0013366619522897,176000.0,352235.25250360294,287403.8837213672,0.25,1.5,202440.0,137493.71530244837,149910.16841891882,202440.0,24.1,2.643985038541717,1.0,0.8,1200.0,91.3542097129534,1108.6457902870466,100.0,1920.0,120000.0,120000.0,120000.0,610.0,610.0,585.0,0.0028,0.0028,177694.59776591777,0.0,341173627.7105621,182.7084194259068,0.0033,30000,200000,20.0,135.0,250.0,300.0,100.53096491487338,100.53096491487338,100.53096491487338,27.708847204661975,-58810.61447520093,-17325.279699661678,24436.89120091459,11740.069595717881,34110156.39561654,8056255.060342681,-8552911.920320107,-3522020.8787153643
29,3,0.1567741935483871,0.01,1.1666666666666667,7.5,0.09268387096774194,0.07315483870967743,1.2870752688172045,0.0,0.06953405017921147,R,0.0,1.0690574685056655,2.4119303519024147,1.976712087977553,1.3846401010948577,0.5740796370851754,0.7004763665463968,2187000.0,1531941.8136369698,1255512.1663052787,0.25,1.5,970000.0,501206.7509541019,754305.4153511768,970000.0,46.5,3.795323014293342,0.9776315789473684,0.7776315789473685,1500.0,168.7340266169615,1331.2659733830385,200.0,1750.0,300000.0,300000.0,300000.0,667.0,653.0,617.0,0.0066,0.0051,3028207.901094454,4.0512531995773315e-08,5299363826.915295,337.468053233923,0.0033,30000,200000,50.0,150.0,250.0,500.0,1924.2255003237483,1924.2255003237483,1924.2255003237483,402.1238596594935,-1081824.5257641866,-705495.9168652118,-329167.30796623713,127823.24804570376,757277168.0349306,423297550.1191271,164583653.98311856,-31955812.01142594
